Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
14,67,Medium,High,No,7,61,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,46
7,74,Low,High,No,9,73,High,Yes,3,High,Low,Public,Neutral,2,No,High School,Moderate,Male,47
16,74,High,Low,No,9,59,High,Yes,0,High,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Female,48
12,79,Low,High,No,6,41,Medium,Yes,1,Low,High,Private,Neutral,4,No,College,Far,Female,46
30,73,Low,Medium,No,7,51,Medium,Yes,0,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,50
26,64,Low,High,No,6,46,Low,Yes,1,Low,Medium,Private,Positive,5,No,High School,Moderate,Male,48
16,66,Medium,Low,No,6,47,Low,Yes,2,Medium,High,Public,Neutral,3,No,College,Moderate,Male,45
34,61,Low,Medium,No,9,56,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,College,Far,Male,48
26,79,High,Low,No,7,49,Medium,Yes,1,High,Medium,Public,Positive,5,Yes,High School,Moderate,Male,50
18,98,High,Low,No,7,48,Medium,Yes,0,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,52
5,65,Medium,High,Yes,7,73,Low,Yes,1,Low,Low,Private,Positive,3,No,High School,Far,Male,44
34,98,Medium,High,No,7,59,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,College,Near,Male,56
12,89,Low,Medium,Yes,7,47,Medium,Yes,4,Low,High,Public,Neutral,2,No,College,Near,Male,50
10,85,Medium,Medium,Yes,6,48,Low,Yes,1,Medium,Medium,Public,Negative,3,No,College,Near,Male,48
26,86,Medium,High,Yes,9,68,Medium,Yes,3,High,Medium,Public,Neutral,3,Yes,High School,Near,Female,54
35,93,Medium,Medium,Yes,6,70,Medium,Yes,5,Medium,Medium,Public,Neutral,2,Yes,College,Near,Female,57
28,64,Medium,High,Yes,6,63,Low,Yes,2,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Male,51
23,80,Low,Medium,No,7,54,Low,Yes,0,Low,High,Public,Negative,5,No,High School,Near,Male,48
24,88,High,Medium,No,10,66,Low,Yes,2,High,High,Public,Positive,1,No,Postgraduate,Far,Female,54
25,83,Medium,High,Yes,6,72,Low,Yes,0,Low,Low,Public,Neutral,4,No,High School,Near,Male,51
25,93,High,Medium,No,8,43,Medium,Yes,0,High,Medium,Private,Positive,4,No,High School,Moderate,Female,53
22,63,High,Medium,No,7,69,High,Yes,0,Medium,Medium,Private,Neutral,2,No,High School,Far,Male,48
21,88,High,High,Yes,7,69,High,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,55
20,81,Medium,High,Yes,8,51,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,College,Near,Male,51
15,75,Medium,High,Yes,4,48,High,Yes,1,Low,Low,Private,Positive,4,No,Postgraduate,Moderate,Female,49
18,74,Medium,Medium,No,6,58,High,Yes,0,High,Medium,Public,Positive,2,No,High School,Moderate,Female,48
10,85,High,Medium,Yes,8,48,Low,Yes,2,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,50
19,96,Medium,Medium,No,7,42,High,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Female,51
14,80,High,Low,Yes,7,73,High,Yes,2,Low,High,Private,Negative,2,No,High School,Near,Male,49
13,93,Medium,High,Yes,8,56,Medium,Yes,1,Medium,Medium,Private,Positive,2,No,High School,Near,Male,51
21,76,Medium,Medium,Yes,6,55,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,50
28,64,Medium,Medium,Yes,9,42,Medium,Yes,1,Low,Low,Public,Negative,2,No,College,Near,Male,48
26,62,High,High,No,8,56,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,50
11,62,Low,High,Yes,7,65,High,No,3,Low,High,Public,Positive,3,No,High School,Far,Female,45
14,75,Medium,Low,Yes,8,46,Low,Yes,0,High,Medium,Public,Negative,2,No,High School,Moderate,Female,45
26,73,Medium,Medium,Yes,9,51,High,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,51
14,89,Low,High,No,6,44,Low,Yes,2,Low,High,Public,Neutral,5,No,Postgraduate,Moderate,Male,49
19,90,Medium,Medium,No,8,51,Low,Yes,0,High,Medium,Public,Negative,4,No,High School,Moderate,Male,49
23,62,Medium,High,No,10,69,High,Yes,2,Low,,Public,Positive,4,No,College,Near,Female,51
14,69,Low,High,No,8,46,High,Yes,1,Medium,High,Private,Neutral,2,No,High School,Near,Male,47
21,71,Medium,Medium,Yes,7,38,Medium,Yes,3,Medium,High,Private,Neutral,3,No,Postgraduate,Moderate,Female,49
12,82,High,Medium,Yes,10,57,High,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Far,Female,49
16,66,High,Medium,Yes,7,59,High,Yes,0,High,High,Private,Neutral,3,No,College,Near,Female,49
22,65,Medium,Medium,Yes,9,49,High,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Near,Male,48
10,98,Medium,Medium,Yes,6,61,Medium,Yes,2,High,Medium,Public,Positive,2,No,College,Moderate,Male,51
23,92,Medium,High,No,9,39,High,Yes,1,High,Medium,Private,Positive,2,No,High School,Near,Female,53
20,67,High,High,No,6,50,High,Yes,1,Medium,High,Public,Positive,2,Yes,College,Near,Female,49
23,76,Medium,Medium,Yes,7,42,High,Yes,1,Medium,Medium,Public,Negative,3,No,High School,Moderate,Female,49
21,74,Medium,High,Yes,6,45,Low,No,0,Low,Medium,Private,Positive,4,No,High School,Near,Male,48
28,92,Low,Medium,No,10,51,Medium,Yes,4,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,53
21,80,Medium,High,No,7,56,High,Yes,3,Medium,High,Private,Neutral,2,No,High School,Far,Male,51
17,65,Low,Low,Yes,5,41,Medium,Yes,2,Low,Medium,Public,Positive,3,No,High School,Near,Female,45
21,90,High,Medium,Yes,7,41,High,Yes,1,Low,High,Public,Neutral,4,No,High School,Near,Female,52
23,76,Medium,Medium,No,8,63,High,Yes,2,High,Medium,Public,Positive,4,No,College,Near,Female,52
20,71,Medium,Medium,No,7,52,High,Yes,0,High,High,Public,Negative,4,No,High School,Near,Female,48
20,75,Medium,Low,Yes,6,44,Medium,Yes,2,Medium,Medium,Public,Negative,1,No,Postgraduate,Moderate,Male,48
16,80,High,High,Yes,9,46,Low,Yes,0,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,51
16,74,Low,Medium,Yes,9,64,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,47
12,70,Medium,High,No,5,39,Medium,Yes,2,Low,Medium,Private,Positive,3,No,College,Near,Male,47
30,76,Medium,Medium,Yes,6,56,Low,Yes,3,High,Medium,Public,Positive,3,No,College,Near,Female,53
13,61,High,Low,No,7,51,Low,No,1,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,43
16,91,Medium,Medium,Yes,6,68,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Female,51
16,67,Medium,High,No,8,67,High,Yes,1,High,Low,Public,Neutral,4,No,High School,Near,Male,48
25,62,Medium,Medium,No,10,63,Low,Yes,2,Low,Medium,Public,Positive,3,No,College,Near,Female,48
18,86,High,Low,Yes,6,51,Low,Yes,2,Medium,High,Public,Positive,2,No,High School,Near,Male,51
27,91,Low,High,Yes,9,61,Medium,Yes,0,Low,Low,Public,Neutral,1,No,High School,Far,Male,51
16,93,Medium,Medium,Yes,5,61,Low,Yes,5,High,Medium,Public,Positive,1,No,High School,Near,Male,53
22,80,Low,Medium,No,8,50,Low,Yes,2,Low,Low,Private,Positive,2,No,Postgraduate,Moderate,Male,48
15,68,Low,Medium,Yes,6,70,Low,Yes,0,Medium,High,Public,Neutral,5,No,Postgraduate,Near,Female,48
33,89,Low,Medium,No,8,74,Medium,Yes,2,High,High,Private,Positive,4,No,College,Moderate,Male,56
13,88,High,Medium,No,4,49,Low,Yes,1,Low,High,Public,Positive,4,No,High School,Near,Female,50
22,70,Medium,High,Yes,5,67,High,Yes,1,Medium,High,Public,Neutral,3,No,College,Far,Female,51
24,96,High,High,No,8,56,Low,Yes,1,Medium,Medium,Public,Positive,1,No,College,Moderate,Female,54
22,64,Medium,Medium,No,6,54,High,Yes,3,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,50
19,99,High,Medium,No,7,51,Medium,Yes,1,High,Medium,Public,Positive,3,No,High School,Near,Male,54
19,94,Medium,Low,Yes,10,48,High,Yes,1,Low,High,Public,Negative,3,No,Postgraduate,Moderate,Male,51
20,88,Low,Low,No,7,72,Low,Yes,0,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,51
19,98,Medium,Medium,Yes,8,65,Medium,Yes,0,Medium,Medium,Private,Negative,6,No,High School,Near,Male,52
26,89,Medium,Medium,No,6,54,High,Yes,1,Low,Medium,Public,Neutral,3,Yes,College,Near,Female,51
33,68,Medium,Low,Yes,5,66,Medium,Yes,2,Low,Medium,Public,Negative,1,No,College,Moderate,Male,50
17,78,Medium,Medium,No,7,64,Medium,No,0,Low,Low,Public,Neutral,3,No,College,Near,Female,47
12,63,Medium,High,No,5,47,Low,Yes,4,Low,Medium,Private,Positive,2,No,High School,Moderate,Male,45
19,76,Medium,High,Yes,6,44,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,49
35,90,High,Medium,Yes,7,69,Low,No,0,Low,Medium,Private,Neutral,4,No,High School,Near,Male,54
15,75,Medium,High,Yes,7,68,High,Yes,0,Medium,High,Public,Neutral,3,No,College,Moderate,Male,50
30,73,High,Medium,Yes,8,75,Medium,Yes,2,High,High,Public,Neutral,2,No,High School,Near,Female,54
30,84,High,Medium,No,8,38,Low,Yes,1,Low,Medium,Public,Positive,4,Yes,Postgraduate,Far,Male,51
17,95,Low,High,No,5,57,Medium,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,51
23,62,Low,High,Yes,6,63,Medium,Yes,1,Low,Medium,Public,Negative,3,Yes,College,Moderate,Male,47
30,75,Medium,Medium,Yes,4,59,Low,Yes,0,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,50
18,66,Medium,Medium,No,6,64,Medium,Yes,0,High,Medium,Public,Positive,2,No,High School,Moderate,Female,47
19,88,Medium,High,Yes,8,42,Low,No,1,Medium,Low,Private,Negative,4,No,College,Near,Male,49
17,64,Medium,Medium,No,9,37,Medium,Yes,2,Low,High,Public,Positive,4,No,High School,Moderate,Female,46
14,87,Medium,Medium,Yes,7,41,Medium,Yes,2,Low,High,Private,Positive,4,No,Postgraduate,Near,Male,51
16,71,Medium,High,No,9,51,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,48
13,68,Low,Low,Yes,8,49,Medium,Yes,0,Medium,Low,Public,Neutral,4,Yes,College,Near,Male,44
20,97,High,Medium,Yes,7,70,High,Yes,1,Medium,Medium,Public,Negative,1,No,College,Moderate,Male,54
15,61,Medium,High,Yes,6,40,Medium,Yes,0,High,High,Private,Neutral,2,No,Postgraduate,Near,Male,47
21,78,Medium,Medium,No,4,54,Medium,Yes,1,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,51
11,61,Medium,Medium,Yes,9,73,High,Yes,0,Medium,High,Public,Negative,2,No,High School,Moderate,Male,45
22,79,Low,Medium,No,7,56,Low,Yes,1,Low,High,Private,Neutral,3,No,High School,Near,Female,48
25,80,Medium,Medium,Yes,9,42,Low,Yes,2,Low,High,Public,Positive,3,No,High School,Moderate,Female,51
8,73,Low,Medium,Yes,6,48,High,Yes,1,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,45
22,65,Low,Low,Yes,10,60,Medium,Yes,1,Low,,Private,Neutral,3,No,Postgraduate,Near,Male,47
27,75,Medium,Medium,Yes,7,38,High,Yes,1,Medium,Low,Public,Negative,2,No,Postgraduate,Near,Male,50
13,87,Low,Medium,Yes,6,73,Low,Yes,0,High,High,Public,Positive,3,Yes,Postgraduate,Moderate,Male,49
30,91,Medium,Medium,Yes,7,58,High,Yes,3,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Male,56
23,81,Medium,Medium,No,7,63,Low,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Near,Male,51
16,84,Low,Medium,No,7,56,High,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Near,Female,48
20,68,Low,Medium,No,6,73,High,Yes,0,Low,High,Public,Negative,4,No,High School,Near,Female,48
23,71,High,Medium,Yes,4,59,Medium,No,2,Low,Medium,Public,Positive,3,No,,Near,Male,50
20,66,Low,Medium,Yes,6,62,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,College,Near,Male,48
23,70,Medium,High,Yes,9,69,Medium,Yes,0,Low,High,Public,Neutral,2,Yes,Postgraduate,Moderate,Female,50
14,69,Medium,High,Yes,6,69,Low,No,2,Low,Medium,Private,Neutral,0,No,High School,Near,Male,47
21,81,High,Medium,Yes,4,38,Medium,Yes,0,Medium,Medium,Private,Positive,2,No,College,Moderate,Female,50
12,83,High,Low,Yes,5,48,Medium,Yes,1,High,Medium,Private,Negative,2,No,Postgraduate,Near,Female,48
19,98,High,Low,Yes,7,46,High,Yes,1,Low,High,Public,Neutral,2,No,High School,Near,Female,52
15,68,Medium,Medium,Yes,6,37,High,Yes,2,High,Low,Public,Neutral,3,No,High School,Moderate,Male,46
16,86,High,Medium,Yes,7,70,Medium,Yes,2,Low,High,Public,Neutral,3,No,High School,Moderate,Female,51
27,93,Medium,Low,Yes,6,49,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,52
27,82,Medium,Medium,Yes,9,50,Low,Yes,1,Low,High,Private,Neutral,2,No,High School,Moderate,Male,51
24,70,Medium,High,No,8,41,Medium,Yes,4,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Female,51
13,71,Medium,Medium,Yes,10,74,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,48
18,62,Low,High,Yes,6,68,High,No,4,Low,Medium,Private,Neutral,1,No,High School,Moderate,Male,47
27,72,Low,Low,Yes,7,59,Medium,Yes,2,High,High,Public,Positive,2,No,Postgraduate,Moderate,Female,51
21,90,High,Low,Yes,9,66,Low,Yes,1,Low,Low,Public,Neutral,2,No,High School,Far,Female,50
34,62,High,Low,No,8,66,Low,Yes,3,Low,Medium,Private,Neutral,4,No,College,Moderate,Female,51
22,69,Medium,High,Yes,6,62,Medium,Yes,1,Low,Medium,Public,Positive,2,No,College,Moderate,Female,49
21,88,Medium,Medium,Yes,8,44,Low,No,2,Medium,Medium,Private,Negative,1,No,Postgraduate,Near,Male,50
18,91,High,Medium,No,8,64,High,Yes,1,Medium,Medium,Public,Neutral,4,Yes,High School,Moderate,Male,51
21,78,High,Medium,Yes,4,58,Medium,Yes,2,High,Medium,Private,Negative,3,No,,Far,Male,51
19,88,Medium,High,No,6,64,Medium,Yes,4,Medium,Medium,Public,Positive,3,Yes,College,Moderate,Male,52
24,76,Medium,Medium,No,7,57,Medium,Yes,3,Medium,Medium,Private,Negative,4,No,Postgraduate,Moderate,Female,51
26,66,Low,Medium,Yes,9,73,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,College,Near,Male,49
15,76,Medium,High,Yes,8,60,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,50
12,83,Medium,Medium,No,6,59,Medium,Yes,1,High,Low,Public,Neutral,4,No,High School,Moderate,Female,48
9,98,Medium,Medium,No,6,69,Medium,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Moderate,Male,50
23,63,Medium,Medium,No,8,51,High,Yes,2,Medium,Low,Public,Negative,4,Yes,High School,Near,Male,47
13,80,Low,High,Yes,4,49,High,Yes,2,Low,Medium,Public,Negative,2,No,High School,Moderate,Female,48
7,73,High,Medium,Yes,6,56,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,College,Near,Female,48
22,80,Low,Low,No,9,59,High,Yes,0,Medium,Medium,Private,Neutral,3,No,College,Moderate,Female,49
35,61,Medium,High,Yes,7,45,Low,Yes,2,Medium,Medium,Private,Positive,4,Yes,High School,Near,Male,51
20,73,High,Medium,Yes,6,63,High,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,50
25,93,Medium,High,No,5,67,Low,Yes,1,Medium,Medium,Public,Positive,2,No,College,Near,Male,54
20,82,Medium,Medium,Yes,8,59,Low,Yes,1,Low,Medium,Public,Positive,4,No,High School,Near,Male,50
19,78,Medium,Medium,No,7,57,High,Yes,2,Medium,Low,Public,Neutral,3,No,College,Moderate,Female,49
26,71,High,Low,No,7,48,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Female,49
18,72,High,High,Yes,8,71,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,50
22,75,Medium,Medium,No,7,66,Low,Yes,0,Low,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,48
22,93,High,Medium,No,7,55,Low,Yes,2,Medium,High,Public,Negative,3,No,College,Far,Male,52
16,99,Low,Medium,Yes,5,62,Low,Yes,0,Low,High,Private,Neutral,4,No,Postgraduate,Near,Female,51
26,78,High,High,Yes,5,50,Low,Yes,1,High,High,Private,Negative,3,No,High School,Moderate,Male,51
19,76,High,Medium,Yes,8,39,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,College,Near,Female,49
15,94,Medium,Low,No,8,45,Medium,Yes,2,Medium,Medium,Public,Neutral,4,No,High School,Far,Male,49
23,77,High,High,Yes,8,40,Medium,Yes,1,Low,Medium,Public,Negative,3,No,College,Moderate,Female,50
15,82,Medium,High,Yes,6,56,Medium,Yes,1,Medium,Low,Public,Positive,3,No,High School,Near,Male,50
20,69,Medium,Medium,Yes,8,60,High,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Near,Male,50
20,90,High,High,Yes,6,51,Medium,Yes,2,High,High,Public,Neutral,3,No,High School,Near,Female,54
27,81,Medium,Low,Yes,9,57,Low,Yes,1,Medium,High,Public,Neutral,4,No,College,Moderate,Female,51
23,92,Medium,Low,Yes,6,40,High,Yes,3,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Near,Male,52
20,91,Medium,Medium,Yes,6,66,Medium,Yes,1,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,51
25,69,High,Low,Yes,7,39,High,Yes,1,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,48
28,89,High,High,No,8,61,Medium,Yes,0,Medium,Medium,Public,Negative,3,No,Postgraduate,Far,Male,54
23,92,Medium,High,No,7,54,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,College,Far,Female,51
20,74,Medium,Medium,Yes,7,44,Low,Yes,5,High,Medium,Public,Positive,4,No,High School,Near,Female,51
12,67,High,High,No,6,57,High,Yes,1,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,46
14,60,Medium,Low,Yes,7,66,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,45
18,78,High,Medium,Yes,7,53,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Male,50
16,74,High,High,Yes,6,51,Low,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Near,Male,50
19,82,Medium,High,Yes,7,42,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,50
20,68,Medium,Medium,Yes,7,60,Low,Yes,0,Low,Medium,Private,Neutral,4,No,High School,Near,Female,47
23,94,Medium,Low,Yes,10,68,High,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,53
20,70,Medium,Medium,Yes,6,58,High,Yes,0,Medium,Medium,Private,Positive,2,No,College,Near,Female,49
23,69,Medium,Medium,Yes,6,43,High,Yes,0,Medium,Medium,Public,Neutral,1,No,Postgraduate,Near,Female,48
20,79,High,Medium,Yes,7,62,High,Yes,2,Medium,Medium,Public,Positive,2,No,High School,Moderate,Female,51
8,80,High,Low,No,6,39,High,Yes,2,Medium,Medium,Public,Positive,1,No,High School,Near,Female,47
14,69,Medium,Medium,Yes,5,69,High,Yes,3,Low,Low,Public,Negative,2,No,Postgraduate,Moderate,Female,48
19,71,High,High,No,5,72,High,Yes,2,Low,Medium,Private,Neutral,0,Yes,College,Near,Female,50
13,67,Medium,Medium,Yes,6,60,High,Yes,1,Low,High,Public,Negative,2,No,High School,Moderate,Male,46
24,89,Medium,Low,Yes,6,70,Low,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,51
29,91,Medium,High,No,5,40,Low,Yes,2,Low,,Public,Neutral,3,No,Postgraduate,Moderate,Male,53
27,78,High,Medium,No,7,45,Medium,No,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,49
19,89,Medium,High,Yes,4,49,Low,Yes,1,Low,Medium,Public,Positive,1,No,Postgraduate,Near,Female,51
29,89,Medium,Low,Yes,8,66,Low,Yes,1,Medium,High,Private,Neutral,4,No,High School,Moderate,Male,53
21,66,Medium,Medium,Yes,6,55,Medium,Yes,2,Medium,High,Private,Neutral,4,No,High School,Near,Female,49
18,99,Medium,Medium,No,6,50,Medium,Yes,5,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Female,54
16,93,Medium,Medium,Yes,8,43,Medium,Yes,1,High,High,Public,Positive,4,No,College,Near,Female,52
18,68,Low,Medium,No,8,68,High,Yes,1,Low,High,Private,Neutral,3,No,Postgraduate,Near,Female,48
18,67,High,Medium,No,6,38,Medium,Yes,0,Medium,High,Public,Positive,2,No,College,Near,Female,48
21,65,Medium,Medium,Yes,8,50,Medium,Yes,1,Low,Medium,Public,Positive,2,No,College,Moderate,Male,47
21,66,Medium,Medium,No,9,46,Low,No,3,Medium,Medium,Private,Positive,2,No,High School,Near,Male,47
20,90,Low,Medium,No,5,42,Medium,No,3,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,49
23,79,High,High,Yes,8,44,Low,Yes,1,Low,High,Public,Negative,4,No,College,Moderate,Male,51
27,91,Medium,High,Yes,5,56,Low,Yes,1,High,High,Public,Neutral,4,No,College,Near,Male,55
26,90,High,High,No,9,53,Low,Yes,0,High,Low,Private,Negative,2,No,College,Near,Female,53
11,84,High,Medium,Yes,6,57,High,Yes,3,Low,High,Public,Negative,3,No,High School,Moderate,Female,50
5,87,High,Low,No,6,64,Medium,Yes,2,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,49
26,61,High,Medium,Yes,9,71,Medium,Yes,0,Medium,Medium,Private,Negative,6,No,College,Near,Male,50
12,72,Low,High,Yes,8,42,High,Yes,3,Low,Medium,Public,Positive,1,Yes,High School,Moderate,Male,46
19,86,Medium,Low,No,6,40,Low,Yes,1,High,High,Private,Positive,5,No,Postgraduate,Near,Male,51
13,60,Medium,Medium,Yes,7,49,Medium,Yes,2,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,46
9,61,High,Medium,Yes,6,57,Low,No,1,High,Medium,Private,Neutral,2,No,High School,Near,Male,61
23,94,High,Medium,No,5,41,High,Yes,2,Medium,Medium,Public,Positive,2,Yes,High School,Near,Male,52
25,87,High,Medium,No,7,64,Medium,Yes,4,Medium,Low,Private,Negative,2,No,College,Near,Male,54
17,71,Low,High,Yes,6,58,Low,Yes,0,Medium,Medium,Public,Positive,4,No,College,Near,Female,48
4,88,Medium,High,No,6,65,Low,Yes,1,Medium,High,Public,Neutral,4,No,College,Near,Male,49
17,92,Medium,Medium,Yes,9,51,High,Yes,0,Medium,Low,Private,Positive,3,No,College,Near,Female,51
22,72,Low,Medium,No,6,52,Low,Yes,1,High,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,48
11,61,Low,Medium,Yes,7,67,High,Yes,0,Medium,High,Public,Neutral,3,No,High School,Near,Female,45
21,97,Medium,Medium,Yes,9,47,Medium,Yes,0,Medium,Medium,Public,Positive,1,No,High School,Moderate,Male,51
20,74,High,High,No,7,51,Low,Yes,2,High,High,Private,Neutral,2,No,College,Near,Male,51
23,64,Medium,Medium,No,6,38,Medium,Yes,1,Medium,Medium,Public,Positive,5,No,College,Near,Male,48
21,80,Medium,High,No,7,58,Medium,Yes,1,Low,High,Private,Negative,4,No,High School,Moderate,Female,50
14,91,Medium,Medium,Yes,8,69,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,50
27,69,Medium,Medium,No,8,38,Medium,Yes,1,High,Medium,Public,Negative,2,No,High School,Near,Male,48
19,71,High,Medium,Yes,10,60,Medium,Yes,2,Medium,High,Public,Positive,3,No,High School,Near,Female,51
20,70,Medium,High,Yes,6,69,Medium,Yes,2,Medium,Low,Public,Positive,3,No,High School,Near,Male,50
14,100,Low,Medium,No,7,56,Low,Yes,1,Low,,Public,Positive,3,No,Postgraduate,Moderate,Male,50
17,68,Medium,High,Yes,5,49,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Male,48
15,83,High,High,Yes,8,75,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Female,52
19,97,Medium,High,No,7,39,Medium,Yes,2,Low,Low,Private,Neutral,3,No,College,Moderate,Male,51
30,66,Medium,High,No,7,45,Low,Yes,0,High,High,Private,Positive,2,No,High School,Far,Male,49
12,99,Low,Medium,No,6,70,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,51
10,98,Low,Medium,Yes,6,48,Medium,Yes,1,Low,High,Private,Positive,2,No,High School,Near,Male,49
29,95,High,Medium,Yes,7,68,Low,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Moderate,Female,54
19,69,Medium,Medium,Yes,6,50,Medium,No,4,High,High,Private,Positive,4,No,Postgraduate,Moderate,Male,49
